"osm_id","geometry","children","adults","elderly","total_pop","age_entropy_index","osm_category","category","subcategory","name"
2725663323,"POINT(121716.00183652682 487316.00523494696)",270,3510,630,4410,0.5740652635561327,"shop","beauty_shop","erotic","Erotic Outlet"
2725663376,"POINT(121842.00346964272 487478.9994413137)",250,3360,585,4195,0.5648643873664431,"shop","electronics_shop","mobile_phone","Phone & Service"
2725663385,"POINT(121854.0030972577 487475.00219337654)",250,3360,585,4195,0.5648643873664431,"shop",NULL,"printing","Kelly Printing & Copy"
2725663386,"POINT(121841.00268815344 487476.0019248331)",250,3360,585,4195,0.5648643873664431,"amenity","sustenance","cafe","Italiano"
2725663408,"POINT(121839.00160847168 487463.9984081039)",250,3360,585,4195,0.5648643873664431,"amenity","sustenance","cafe","YOYO!"
2725663415,"POINT(121849.02646644643 487457.9893374447)",250,3360,585,4195,0.5648643873664431,"shop","food_shop","butcher","H. Vet"
2725746326,"POINT(121895.40249485394 487317.83623112924)",345,4225,860,5430,0.6027667109312358,"amenity","sustenance","cafe","Spar90"
2725746634,"POINT(121908.0250609903 487363.00432760624)",290,3560,715,4565,0.6001955046173026,"amenity","sustenance","restaurant","Los Pilones"
2725746855,"POINT(121853.00029757974 487058.99965973926)",250,2580,795,3625,0.6910617067383058,"shop","beauty_shop","beauty","Amsterdam city salon"
2725746871,"POINT(121853.00096931765 487052.00089283136)",250,2580,795,3625,0.6910617067383058,"shop","beauty_shop","cosmetics","Amsterdam city salon"
2725747005,"POINT(122031.00236208062 487211.0013115875)",235,2375,650,3260,0.6752496713285817,"amenity","sustenance","cafe","Black Gold Amsterdam"
2725747066,"POINT(121855.99976136604 487030.00530881947)",215,2250,750,3215,0.7010721219776017,"shop","stationery_shop","gift","Riantri collections"
2725747448,"POINT(121982.00345362569 487252.99876916833)",265,2915,665,3845,0.6351314587788357,"shop","beauty_shop","hairdresser",NULL
2725747509,"POINT(121866.56532883196 486985.7053127298)",185,2100,690,2975,0.6895208793378386,"shop","beauty_shop","optician","Azijnman Opticiens"
2725747775,"POINT(121800.822407851 487103.2567444478)",110,1445,445,2000,0.6633298619207362,"shop","clothes_shop","clothes","The English Hatter"
2725747923,"POINT(121797.00103752702 487089.9970388926)",110,1520,450,2080,0.6516149741844595,"shop","stationery_shop","books","Titus"
2725748426,"POINT(121941.00084482123 487292.99596289353)",275,3015,685,3975,0.6348606027252798,"amenity","sustenance","cafe","il Sogno"
2725749618,"POINT(121951.04712808495 487281.9798970195)",275,3015,685,3975,0.6348606027252798,"amenity","sustenance","restaurant","Phu thai"
2725749659,"POINT(121868.99921251301 487120.00067292736)",220,2355,745,3320,0.6906698419160922,"shop","clothes_shop","clothes","Bis"
2725749679,"POINT(121870.32864261992 487113.10425418144)",220,2355,745,3320,0.6906698419160922,"amenity","sustenance","fast_food","Stars Burgers"
2725749684,"POINT(121869.55723287961 487095.58470818267)",220,2355,745,3320,0.6906698419160922,"shop","clothes_shop","clothes","Bis!"
2725750205,"POINT(121824.9988798236 487094.0035777821)",125,1610,485,2220,0.6620179069772903,"shop","clothes_shop","clothes","Stephen & Penelope"
2725750757,"POINT(121829.01761206279 487090.0265499202)",125,1610,485,2220,0.6620179069772903,"shop","clothes_shop","fabric","A. Boeken Stoffen & Fournituren"
2725751214,"POINT(121966.01129356385 487267.0142956851)",265,2915,665,3845,0.6351314587788357,"shop","stationery_shop","books","Verglheden"
2725751826,"POINT(121771.45337119894 487115.0930261501)",220,2605,660,3485,0.6436050333342849,"shop","food_shop","convenience","VEGA-LIFE"
2725751955,"POINT(121861.00203876098 487208.000670706)",290,3255,815,4360,0.6480565327892507,"shop","beauty_shop","hairdresser",NULL
2725751981,"POINT(121861.0023845032 487203.9950163597)",290,3255,815,4360,0.6480565327892507,"amenity","sustenance","fast_food","San Francisco Sandwich Company"
2725752024,"POINT(121861.99723892398 487199.00352519413)",290,3255,815,4360,0.6480565327892507,"shop","other_shop","laundry",NULL
2725752657,"POINT(121847.99933413859 487152.99915315944)",300,3550,920,4770,0.6474016014303347,"amenity","sustenance","restaurant","De Witte Zwaab"
2725753101,"POINT(121822.99822416669 487228.99637012766)",345,4010,910,5265,0.6274884638833284,"amenity","sustenance","restaurant","Cafe Piazza"
2725753266,"POINT(121873.99282389277 487062.3859205092)",235,2415,755,3405,0.6937489102254486,"shop","other_shop","toys","Knuffels"
2725753379,"POINT(121876.00063525754 487048.99802235403)",225,2225,745,3195,0.7084596728276609,"shop","diy_shop","florist",NULL
2725753515,"POINT(121971.95947558834 487243.00733763963)",255,2785,650,3690,0.6398058179797292,"amenity","sustenance","restaurant","Eetcafe van Beeren"
2725754529,"POINT(121849.0028304403 487128.00159734645)",205,2235,715,3155,0.6901994538206295,"shop","beauty_shop","hairdresser","Yessika"
2725754602,"POINT(121847.00072887885 487126.0010927932)",205,2235,715,3155,0.6901994538206295,"shop","beauty_shop","massage","Mercy Chinese Medical"
2725793281,"POINT(122016.0026625241 487613.00199532794)",105,1685,225,2015,0.49909275922626,"amenity","sustenance","restaurant","Geisha"
2725793336,"POINT(122057.99838609848 487364.00383126165)",235,2550,565,3350,0.6319707213715144,"amenity","sustenance","restaurant","hemelse modder"
2725794732,"POINT(121986.99882163775 487620.005547357)",90,1515,180,1785,0.47438828290292284,"amenity","sustenance","restaurant","Restaurant Lastage"
2725877849,"POINT(121371.00010226111 486644.0033059571)",40,1255,120,1415,0.3790968192308556,"shop","beauty_shop","nutrition_supplements","The Natural Health Company De Munt B.V."
2725877854,"POINT(121626.99704500686 486660.00202653254)",35,925,105,1065,0.4215008523367292,"amenity","sustenance","restaurant","Szmulewicz Cafe"
2725877856,"POINT(121509.00341649404 486561.00485932385)",40,1135,85,1260,0.3509200388971005,"amenity","sustenance","pub","Irish pub St. James Gate"
2725878029,"POINT(121527.0033392788 486635.99983195885)",15,625,50,690,0.3304570981766812,"shop","food_shop","convenience","Tatanka Smartshop"
2725878090,"POINT(121481.91008530349 486559.2860686791)",45,1035,85,1165,0.383939380169972,"amenity","sustenance","restaurant","Steakhouse Tango"
2725878182,"POINT(121497.00203373603 486556.00134912494)",30,955,70,1055,0.33804163276043514,"amenity","sustenance","restaurant","tomo sushi"
2725878206,"POINT(121509.99806613769 486550.995113534)",50,1145,110,1305,0.40799887422515374,"amenity","sustenance","pub","Cafe 't Lulfeltje"
2725878222,"POINT(121648.2426189071 486512.0499855819)",135,1825,325,2285,0.5680430704734516,"shop","other_shop","cannabis","Hunter's Coffeeshop"
2725878388,"POINT(121700.04208799907 486624.0030881765)",40,900,110,1050,0.448712751405999,"amenity","sustenance","restaurant","Graphite by Peter Gast"
2725878434,"POINT(121648.41330233251 486508.07656437677)",135,1825,325,2285,0.5680430704734516,"amenity","sustenance","pub","Hunter's The Bar"
2725878508,"POINT(121651.00170404286 486496.9990368776)",140,1915,360,2415,0.5759740466828099,"shop",NULL,"yes","Property Of... Store"
2725878712,"POINT(121513.97071503557 486490.99468923215)",5,180,20,205,0.3930589590512579,"amenity","sustenance","pub","Woody's"
2725878714,"POINT(121821.99821960725 486603.99927060615)",60,840,135,1035,0.5463210391623557,"shop","stationery_shop","ticket","Stromma"
2725878717,"POINT(121825.60319444662 486582.98989818105)",60,840,135,1035,0.5463210391623557,"amenity","sustenance","pub","Café Langereis"
2725878761,"POINT(121833.99734053454 486555.00522742607)",35,490,125,650,0.6256802324878087,"amenity","sustenance","restaurant","Restaurant 212"
2725878855,"POINT(121445.91630379505 486630.9980832677)",45,1305,120,1470,0.37952737924794855,"shop","food_shop","cheese","Cheese & More"
2725878856,"POINT(121571.00080789355 486531.999860334)",45,1045,110,1200,0.42109004588767185,"shop","other_shop","cannabis","Coffeeshop Smokey"
2725878862,"POINT(121514.97212668652 486480.9737732679)",35,480,80,595,0.5549818724332083,"amenity","sustenance","restaurant","Joe Blue Italian Restaurant"
2725878867,"POINT(121456.27255945819 486627.4672597981)",45,1305,120,1470,0.37952737924794855,"amenity","culture","cinema","Pathé Tuschinski"
2725879096,"POINT(121364.99934679591 486600.00428114727)",60,1305,105,1470,0.3866311528501257,"shop","electronics_shop","electronics","Aurora Kontakt B.V."
2725879124,"POINT(121775.001278718 486597.99535209587)",50,1030,150,1230,0.48733799210869716,"shop","other_shop","cannabis","Coffeeshop Kooi"
2725879132,"POINT(121780.00086337348 486597.0047985409)",50,1030,150,1230,0.48733799210869716,"shop","other_shop","cannabis","Old Amsterdam Seeds & Plants"
2725879133,"POINT(121489.9982982655 486632.0004666697)",45,1380,135,1560,0.3845869817681927,"amenity","sustenance","restaurant","Rancho Argentina"
2725879198,"POINT(121509.99862157661 486532.0016544312)",50,1145,110,1305,0.40799887422515374,"amenity","sustenance","restaurant","De Nachtwacht"
2725879256,"POINT(121793.99804935549 486594.9968105962)",45,800,125,970,0.5146593727272737,"amenity","sustenance","fast_food","tasty burger"
2725879270,"POINT(121359.99974677301 486565.00003100315)",60,1305,105,1470,0.3866311528501257,"amenity","sustenance","restaurant","Bella Regina"
2725879284,"POINT(121357.00279164352 486561.0036780251)",60,1305,105,1470,0.3866311528501257,"amenity","sustenance","restaurant","Senses by Lard Bertelsen"
2725879293,"POINT(121504.9972674669 486604.0037639632)",50,1375,145,1570,0.4058968783277168,"amenity","sustenance","pub","Cafe Otten"
2725879295,"POINT(121803.99677716172 486596.99914450885)",45,800,125,970,0.5146593727272737,"shop","food_shop","bakery","Bake my day (organic coffee & bakery)"
2725879296,"POINT(121357.00273650055 486556.99802754767)",60,1305,105,1470,0.3866311528501257,"amenity","sustenance","restaurant","Senses"
2725879335,"POINT(121379.99760062988 486657.9951765257)",50,1425,125,1600,0.37378278568224543,"amenity","sustenance","restaurant","Chipsy King"
2725879476,"POINT(121351.8985199864 486531.64144247276)",55,1050,75,1180,0.384052005013239,"shop","stationery_shop","books","De Slegte"
2725879622,"POINT(121368.00313225324 486633.9984693101)",40,1255,120,1415,0.3790968192308556,"amenity","sustenance","restaurant","Asian Kitchen"
2725879687,"POINT(121642.69315773225 486530.4578320584)",75,1265,155,1495,0.47920208176880996,"amenity","sustenance","restaurant","Guts & Glory"
2725879821,"POINT(121375.99952346375 486654.0056306708)",50,1425,125,1600,0.37378278568224543,"amenity","sustenance","restaurant","Pasta Factory"
2725879836,"POINT(121704.03178012848 486644.961324848)",40,900,110,1050,0.448712751405999,"shop","food_shop","alcohol","Appels en Peren"
2725879856,"POINT(121702.96898394293 486584.33854852634)",70,1235,185,1490,0.5081583808352876,"amenity","sustenance","restaurant","Wagamama"
2725913920,"POINT(121070.00220415054 486668.99548087985)",90,1740,245,2075,0.48789532464632646,"shop","clothes_shop","clothes","Philipp Plein"
2725913927,"POINT(121064.00134689419 486664.9976990619)",115,1935,285,2335,0.5103871520382273,"shop","clothes_shop","clothes","Dsquared2"
2725913960,"POINT(121238.98580692179 486638.00583061035)",30,1020,70,1120,0.32352046638474896,"amenity","sustenance","restaurant","Bread and Salt"
2725913982,"POINT(121154.00180372574 486619.00461940153)",45,1260,125,1430,0.3944919871268871,"amenity","sustenance","restaurant","Genki"
2725913989,"POINT(121148.00191094037 486636.00302619935)",45,1260,125,1430,0.3944919871268871,"amenity","sustenance","restaurant","Garlic Queen"
2725913998,"POINT(121151.99998653453 486634.9964496695)",45,1260,125,1430,0.3944919871268871,"amenity","sustenance","cafe","Coffeeshop Betty Boop"
2725914010,"POINT(121187.01507506809 486608.964519439)",30,850,65,945,0.3540279298947205,"amenity","sustenance","restaurant","Pasta Factory"
2725914014,"POINT(121167.84378600615 486630.17006337043)",45,1260,125,1430,0.3944919871268871,"shop","beauty_shop","hairdresser","El Encanto"
2725914020,"POINT(121173.98996470954 486629.53822077066)",45,1260,125,1430,0.3944919871268871,"amenity","sustenance","restaurant","Sichuan Food"
2725914024,"POINT(121187.99701887972 486627.0277367038)",30,850,65,945,0.3540279298947205,"shop","clothes_shop","clothes","Artem Bodywear"
2725914032,"POINT(121081.98951795687 486663.0047579102)",75,1615,225,1915,0.4753091837461638,"amenity","sustenance","cafe","Coffee Concepts"
2725914034,"POINT(121215.00237867213 486601.996657907)",45,965,80,1090,0.3924228217246653,"amenity","sustenance","restaurant","Roses by Sal"
2725914035,"POINT(120941.00135578225 486770.00301578385)",65,1265,225,1555,0.5282428514024522,"shop","beauty_shop","hairdresser","Raymond"
2725914053,"POINT(121198.99032476434 486624.0483487687)",45,965,80,1090,0.3924228217246653,"amenity","sustenance","cafe","Taboo Kantine"
2725914057,"POINT(121018.0011451449 486696.00192724686)",40,975,155,1170,0.48709892903624663,"amenity","sustenance","cafe","Herengracht"
2725914132,"POINT(121120.99089547053 486680.9737689731)",75,1730,275,2080,0.49203938436239275,"shop","food_shop","cheese","Henri Willig Cheese Shop"
2725914196,"POINT(121092.99734297249 486680.9990797319)",85,1790,285,2160,0.500864393346918,"shop","clothes_shop","shoes","Shoebaloo"
2725914232,"POINT(121182.991535504 486658.95147220744)",50,1445,170,1665,0.41983630137198535,"shop",NULL,"christmas","Christmas Palace"
2725914234,"POINT(121221.99804171668 486618.995057896)",45,1035,80,1160,0.375214102997322,"amenity","sustenance","fast_food","Pizza Heart"
2725914249,"POINT(121204.99853407202 486654.99538373936)",30,985,70,1085,0.33116445912391335,"shop","stationery_shop","gift","Ta-Hwa"
2725914329,"POINT(121226.00995531306 486617.02041429793)",45,1035,80,1160,0.375214102997322,"amenity","sustenance","fast_food","Noona"
2725914340,"POINT(121230.00121442229 486617.0042341437)",45,1035,80,1160,0.375214102997322,"amenity","sustenance","restaurant","Vegan Junk Food Bar"
2725914356,"POINT(121237.97068283637 486630.0014691553)",45,1035,80,1160,0.375214102997322,"amenity","sustenance","restaurant","Baibua"
2725914389,"POINT(120985.00264650799 486797.9951003434)",45,1065,180,1290,0.5007255573149312,"amenity","sustenance","restaurant","Pianeta Terra"
2725914416,"POINT(121089.38329069191 486657.5908331541)",70,1465,175,1710,0.45200753431941393,"amenity","sustenance","restaurant","Bariloche"
2729937149,"POINT(120992.99949960146 486633.9974564387)",125,2010,315,2450,0.5260727956404955,"shop","clothes_shop","clothes","Hugo Boss"
2729937350,"POINT(120969.00232505873 486617.99557450344)",105,1460,245,1810,0.5545140371132149,"shop","clothes_shop","clothes","G-star Women"
2729937784,"POINT(120963.99752970165 486634.99847713945)",105,1460,245,1810,0.5545140371132149,"shop","beauty_shop","chemist","Lush"
2729937968,"POINT(120958.00159172356 486610.00448548427)",105,1460,245,1810,0.5545140371132149,"shop","beauty_shop","cosmetics","Rituals"
2729938029,"POINT(120961.00048212541 486633.0051894327)",105,1460,245,1810,0.5545140371132149,"shop","beauty_shop","cosmetics","Pauw"
2729938053,"POINT(120953.00177509042 486605.9999341675)",105,1460,245,1810,0.5545140371132149,"shop","other_shop","travel_agency","PIA"
2729938059,"POINT(120957.00198501046 486629.9951428607)",105,1460,245,1810,0.5545140371132149,"shop","food_shop","bakery","C'est Magnifique"
2729938103,"POINT(120949.99781792855 486603.99557388935)",105,1460,245,1810,0.5545140371132149,"shop","clothes_shop","shoes","Macaron"
2729938133,"POINT(120987.00035699873 486652.9988864615)",115,1895,300,2310,0.5251168468132902,"shop","food_shop","cheese","Amsterdam Cheese Company"
2729938145,"POINT(120953.99812068621 486628.0019063829)",105,1460,245,1810,0.5545140371132149,"shop","clothes_shop","clothes","COS"
2729938274,"POINT(120942.00091232994 486597.9977545979)",105,1460,245,1810,0.5545140371132149,"shop","clothes_shop","clothes","Hunkemõller"
2729938291,"POINT(120947.00245874128 486621.99717340677)",105,1460,245,1810,0.5545140371132149,"shop","clothes_shop","clothes","Just Brands"
2729938359,"POINT(120942.9972100499 486618.9983114818)",105,1460,245,1810,0.5545140371132149,"amenity","sustenance","cafe","Coffeeshop Spliff Seeds"
2729938377,"POINT(120932.00139759507 486591.0012286662)",145,1945,295,2385,0.5416528568710929,"shop","clothes_shop","shoes","Onitsuka Tiger"
2729938387,"POINT(120941.00134557878 486616.9981283026)",105,1460,245,1810,0.5545140371132149,"shop","clothes_shop","clothes","Juliette pour Romeo"
2729938426,"POINT(120936.00162137917 486613.9950070272)",105,1460,245,1810,0.5545140371132149,"shop","diy_shop","houseware","Iitala"
2729938437,"POINT(120924.99884593644 486584.99657413387)",145,1945,295,2385,0.5416528568710929,"shop","clothes_shop","shoes","Sacha"
2729938495,"POINT(120873.99888555409 486545.0030513855)",190,2365,350,2905,0.5468409107637923,"shop","clothes_shop","bag","Mag Bag"
2729938497,"POINT(120785.00130645062 486537.9972499186)",80,1210,235,1525,0.5701792392773684,"shop","other_shop","cannabis","Dolphin coffie shop"
2729938504,"POINT(120812.00088745166 486533.0033954644)",145,2015,310,2470,0.5397814430098827,"shop","other_shop","cannabis","Dolphins Coffeeshop"
2729938524,"POINT(120982.0006838406 486649.0054318723)",115,1895,300,2310,0.5251168468132902,"shop","clothes_shop","shoes","Ecco"
2729938599,"POINT(120865.00049792728 486539.0011526591)",175,2280,315,2770,0.5297096849589845,"shop","clothes_shop","shoes","Paul Warmer"
2729938655,"POINT(120857.43627976664 486554.23044515477)",190,2365,350,2905,0.5468409107637923,"shop","electronics_shop","mobile_phone","Celly Shop Telecom & Accessories, Leidsestraat, Amsterdam"
2729938814,"POINT(120860.00053396923 486534.9966957872)",140,1895,280,2315,0.5361564292221067,"shop","clothes_shop","clothes","Brandy Melville"
2729939054,"POINT(120854.00150504858 486551.0051727558)",190,2365,350,2905,0.5468409107637923,"amenity","sustenance","cafe","B&B"
2729939222,"POINT(120856.00208838313 486532.99927035894)",140,1895,280,2315,0.5361564292221067,"amenity","sustenance","cafe","Dunkin' Donuts"
2729939371,"POINT(120850.99747401952 486549.00087279564)",185,2340,345,2870,0.5441911194774937,"shop","clothes_shop","shoes","Boots"
2729939475,"POINT(120932.01334803531 486572.00766980613)",145,1885,295,2325,0.5507723856359055,"amenity","sustenance","cafe","Greenwoods Keizersgracht"
2729939496,"POINT(120932.04066864609 486572.01860806847)",145,1885,295,2325,0.5507723856359055,"amenity","sustenance","cafe","Greenwood Keizersgracht"
2729940131,"POINT(120850.00077526468 486528.0003363247)",140,1895,280,2315,0.5361564292221067,"shop","stationery_shop","gift","Holland Huis"
2729940398,"POINT(120983.00022011998 486628.00223989104)",105,1460,245,1810,0.5545140371132149,"shop","clothes_shop","clothes","Pro 020 / Invito"
2729940402,"POINT(120840.99777188941 486542.9948179366)",140,1895,280,2315,0.5361564292221067,"shop","clothes_shop","shoes","Manfield"
2729940406,"POINT(121045.00108948277 486301.00342057005)",100,865,130,1095,0.5987716042790492,"amenity","sustenance","restaurant","Lombardo's"
2729940478,"POINT(120846.99672873528 486525.9960388547)",140,1895,280,2315,0.5361564292221067,"shop","clothes_shop","jewelry","Pandora"
2729940481,"POINT(120853.01442212476 486492.00648908835)",40,365,65,470,0.6186363083070856,"shop","other_shop","cannabis","Happy Feelings"
2729941014,"POINT(120842.99815258748 486522.9972112136)",140,1895,280,2315,0.5361564292221067,"shop","clothes_shop","clothes","Filippa K"
2729941324,"POINT(120840.00086961585 486520.00258440996)",145,2015,310,2470,0.5397814430098827,"shop","clothes_shop","shoes","Timberland"
2729941434,"POINT(120829.00181694265 486531.9955335664)",145,2015,310,2470,0.5397814430098827,"shop","clothes_shop","clothes","Hearts"
2729941537,"POINT(120835.0009857137 486516.99956567265)",145,2015,310,2470,0.5397814430098827,"shop","stationery_shop","gift","No. 57"
2729941686,"POINT(120825.99784120318 486530.0023751335)",145,2015,310,2470,0.5397814430098827,"shop","other_shop","tobacco","Hartman"
2729941691,"POINT(121027.99740451621 486275.0057840466)",100,865,130,1095,0.5987716042790492,"amenity","sustenance","cafe","Stach cafe"
2729942013,"POINT(120978.00221249535 486645.9953682509)",115,1895,300,2310,0.5251168468132902,"shop","clothes_shop","clothes","Calida"
2729942058,"POINT(120816.99701101336 486503.00427506986)",145,2015,310,2470,0.5397814430098827,"shop","food_shop","seafood","The Seafood Shop"
2729942285,"POINT(120813.99962312073 486499.9985378217)",145,2015,310,2470,0.5397814430098827,"shop","clothes_shop","clothes","NZA"
2729942353,"POINT(120811.00230865023 486497.0039286899)",145,2015,310,2470,0.5397814430098827,"shop",NULL,"yes","Sinner"
2729942419,"POINT(120806.99675091854 486493.0037647445)",145,2015,310,2470,0.5397814430098827,"shop","beauty_shop","perfumery","Ici Paris XL"
2729942526,"POINT(120800.99801594001 486511.004004393)",145,2015,310,2470,0.5397814430098827,"shop",NULL,"accessories","Accessorize"
2729942808,"POINT(120978.00053290091 486624.99907607643)",105,1460,245,1810,0.5545140371132149,"shop","sportsvehicles_shop","sports","Adidas"
2729942814,"POINT(120796.99939950541 486508.0052140214)",145,2015,310,2470,0.5397814430098827,"shop","clothes_shop","clothes","Goods"
2729943257,"POINT(120796.9968820666 486486.9977993261)",125,1775,265,2165,0.5321226017672371,"shop","clothes_shop","clothes","Subdued"
2729943438,"POINT(120792.99811596797 486482.9975995818)",145,2125,310,2580,0.5244799892434955,"shop","stationery_shop","gift","De Amsterdammer"
2729943488,"POINT(120782.02071186542 486497.12685198936)",145,2125,310,2580,0.5244799892434955,"shop","beauty_shop","chemist","DA"
2729943508,"POINT(120787.99842389331 486481.99745393795)",145,2125,310,2580,0.5244799892434955,"shop","clothes_shop","clothes","Ikks"
2729943652,"POINT(120777.98051205926 486494.02822378994)",145,2125,310,2580,0.5244799892434955,"shop",NULL,"sunglasses","Sunglass Hut"
2729943715,"POINT(120784.39707660268 486475.3908314182)",145,2125,310,2580,0.5244799892434955,"shop","beauty_shop","cosmetics","MAC Cosmetics"
2729943780,"POINT(120773.00084270231 486491.0028736604)",145,2125,310,2580,0.5244799892434955,"shop","other_shop","travel_agency","Tours & Tickets"
2729943948,"POINT(120971.99954718376 486621.0014062052)",105,1460,245,1810,0.5545140371132149,"shop","clothes_shop","clothes","Supertrash"
2729944123,"POINT(120916.99875683227 486401.9600585631)",40,365,65,470,0.6186363083070856,"amenity","sustenance","cafe","Bocca Coffee Roasters"
2730033082,"POINT(120687.99886653264 486423.99755424703)",150,2345,285,2780,0.486592656254329,"shop","food_shop","confectionery","Jamin"
2730033193,"POINT(120684.00026086823 486422.0002682634)",150,2345,285,2780,0.486592656254329,"amenity","food_shop","ice_cream","Ice Bakery"
2730033279,"POINT(120681.00289334706 486419.9960246097)",150,2415,300,2865,0.486752216385479,"amenity","sustenance","fast_food","New York Pizza"
2730033505,"POINT(120688.9242564035 486359.1774078856)",140,2175,255,2570,0.48151017808920443,"amenity","sustenance","cafe","Satellite Sportscafe"
2730033570,"POINT(120670.00109897649 486411.00416603935)",145,2230,265,2640,0.484880875589053,"shop","stationery_shop","gift","Patrick Souvenirs"
2730034122,"POINT(120785.99759730633 486265.0495444404)",135,1795,210,2140,0.5002535933221218,"amenity","sustenance","restaurant","Picchino"
2730034541,"POINT(120803.997371513 486296.00201723614)",125,1790,200,2115,0.4836975719093081,"amenity","sustenance","cafe","Cafe het Hok"
2730035802,"POINT(120689.99702384375 486195.00491509936)",85,1265,120,1470,0.4538409196883697,"amenity","sustenance","cafe","Bagels & Wraps"
2730035943,"POINT(120782.99784682834 486303.0016437814)",125,1790,200,2115,0.4836975719093081,"amenity","sustenance","restaurant","Eetcafé"
2730035969,"POINT(120599.17233760953 486416.48206089373)",40,890,130,1060,0.4804207257158243,"amenity","sustenance","cafe","Biblos Bar"
2730035973,"POINT(120752.16760903277 486246.93600718613)",125,1670,195,1990,0.49934170306047587,"amenity","sustenance","pub","La Bastille"
2730036028,"POINT(120783.27795151151 486221.5514284518)",95,1330,135,1560,0.4716761660456169,"amenity","sustenance","restaurant","Castell"
2730036033,"POINT(120797.06253055308 486210.38472741086)",95,1330,135,1560,0.4716761660456169,"amenity","sustenance","restaurant","Restaurant Dubbel"
2730036067,"POINT(120607.97875281831 486352.80867248325)",135,2000,230,2365,0.4841033243211556,"amenity","sustenance","cafe","Café|Brasserie Stadsschouwburg"
2730036125,"POINT(120845.59873040808 486171.3273926358)",95,1330,135,1560,0.4716761660456169,"amenity","sustenance","restaurant","Winebar Shiraz"
2730036379,"POINT(120592.99758812108 486285.9963810905)",105,1715,200,2020,0.47481123748713966,"shop","general_shop","supermarket","Albert Heijn"
2730036436,"POINT(120582.01586350596 486277.9948636335)",105,1715,200,2020,0.47481123748713966,"shop","clothes_shop","clothes","Tesselschade-Arbeid Adelt"
2730036453,"POINT(120788.78061975879 486139.78686082526)",55,960,95,1110,0.4413187414064617,"shop","art_shop","music","Record Palace"
2730036495,"POINT(120574.99924145997 486274.00475347595)",105,1715,200,2020,0.47481123748713966,"shop","diy_shop","florist","Ivy"
2730036790,"POINT(120955.99806283653 486197.00214015215)",210,2215,310,2735,0.5594853315868301,"shop","beauty_shop","beauty","Health Quest by Joyce"
2730036819,"POINT(120502.00205433133 486449.9954270002)",25,640,85,750,0.4510150650247843,"amenity","sustenance","cafe","Lux"
2730036871,"POINT(120533.00155707431 486413.00473778707)",25,640,85,750,0.4510150650247843,"amenity","sustenance","fast_food","Fantasia Trattoria"
2730037315,"POINT(120795.00334676213 486389.99689761794)",110,1525,165,1800,0.4827167416459844,"amenity","sustenance","cafe","Coffeeshop Easytimes"
2730037419,"POINT(120633.91870391124 486112.2999266927)",60,860,70,990,0.43646494834611294,"shop",NULL,"yes","Blue Boat"
2730037424,"POINT(120843.0338796218 486340.138876383)",140,1895,235,2270,0.5073104902955448,"amenity","sustenance","restaurant","Poké Perfect"
2730037977,"POINT(120619.00025902012 486168.00448950013)",30,775,55,860,0.3519807879625114,"amenity","sustenance","cafe","B&B"
2730038826,"POINT(120885.55493768663 486065.5578521228)",225,2355,355,2935,0.5725843939830919,"amenity","sustenance","restaurant","Le Rendez-vous"
2730038863,"POINT(120896.7637421402 486056.1450199919)",250,2615,430,3295,0.5869602178766942,"shop","art_shop","art","Reflex"
2730039156,"POINT(120718.9740983454 486449.0068466037)",155,2240,335,2730,0.5303303529921403,"shop","clothes_shop","clothes","Forcella"
2730039466,"POINT(120715.62013152789 486424.0949397468)",150,2345,285,2780,0.486592656254329,"amenity","sustenance","restaurant","Full Moon Garden"
2730039493,"POINT(120711.00073708661 486419.99897489534)",150,2345,285,2780,0.486592656254329,"amenity","sustenance","fast_food","McDonald's"
2736375388,"POINT(121275.0009885749 486188.0029874503)",355,2710,520,3585,0.6558651690047168,"shop","general_shop","supermarket","Organic Food For You"
2736375406,"POINT(121271.00204682254 486168.0020640342)",355,2805,540,3700,0.651469612154598,"amenity","sustenance","cafe","Village Bagels"
2736376823,"POINT(121062.3852507908 486310.0412428704)",100,865,130,1095,0.5987716042790492,"shop","clothes_shop","clothes","episode"
2736379187,"POINT(121324.00040804598 486401.00269386335)",80,955,140,1175,0.5506181373229209,"shop","clothes_shop","clothes","independent outlet"
2736379838,"POINT(121292.00052690049 486268.41155572236)",160,1505,325,1990,0.6461531824352698,"amenity","sustenance","restaurant","al Bàcaro"
2737804840,"POINT(121556.00100127568 486379.9980805369)",150,1140,240,1530,0.6712944922531098,"amenity","sustenance","restaurant","Tia Rosa"
2737805062,"POINT(121665.99721791843 486433.9979537011)",135,1855,355,2345,0.5785237273621072,"shop","clothes_shop","clothes","Naturel"
2737805069,"POINT(121679.90755997528 486442.2713951316)",135,1855,355,2345,0.5785237273621072,"amenity","sustenance","cafe","Boerejongens"
2737805203,"POINT(121666.99900253127 486426.0021473413)",130,1520,350,2000,0.6292124699854407,"amenity","sustenance","cafe","Litedark"
2737805364,"POINT(121680.5296096449 486438.5619723549)",135,1855,355,2345,0.5785237273621072,"shop","beauty_shop","tattoo","The Preacher's son tatoo shop"
2737805454,"POINT(121669.0019820095 486419.0009930888)",130,1520,350,2000,0.6292124699854407,"shop","clothes_shop","clothes","Wolf Ware"
